Year,Month,Data_value
2004,5,319.7
2004,6,297.8
2004,7,344.2
2004,8,324.8
2004,9,331.4
2004,1,355.6
2004,11,352.5
2004,12,404.5
2005,1,396.2
2005,2,362.7
2005,3,388.7
2005,4,372.3
2005,5,341.2
2005,6,330.8
2005,7,379
2005,8,350.1
2005,9,355.9
2005,1,380.7
2005,11,380.6
2005,12,433.2
2006,1,423.4
2006,2,399.1
2006,3,426.2
2006,4,409.8
2006,5,370.2
2006,6,363.6
2006,7,405.7
2006,8,397.3
2006,9,404.6
2006,1,429.1
2006,11,443.4
2006,12,504.1
2007,1,477.1
2007,2,455.9
2007,3,496.6
2007,4,455.2
2007,5,431.1
2007,6,419.6
2007,7,453.7
2007,8,455.5
2007,9,457.9
2007,1,457.7
2007,11,488
2007,12,540.5
2008,1,515.3
2008,2,508.6
2008,3,531.2
2008,4,478.5
2008,5,470.7
2008,6,429.7
2008,7,467.1
2008,8,481.2
2008,9,456.6
2008,1,499
2008,11,503.2
2008,12,541.4
2009,1,541.1
2009,2,496.9
2009,3,533
2009,4,496.7
2009,5,488.4
2009,6,435.7
2009,7,497.8
2009,8,495.5
2009,9,481.4
2009,1,528.4
2009,11,514.7
2009,12,566.8
2010,1,565.6
2010,2,518.3
2010,3,556.5
2010,4,523.2
2010,5,503.5
2010,6,467.6
2010,7,532.2
2010,8,504.4
2010,9,505.7
2010,1,559.6
2010,11,540.2
2010,12,606.1
2011,1,597.6
2011,2,544.9
2011,3,584.9
2011,4,570.2
2011,5,539.1
2011,6,520
2011,7,595.8
2011,8,557.3
2011,9,568.9
2011,1,616.4
2011,11,582.5
2011,12,655.4
2012,1,632.2
2012,2,593.8
2012,3,639.1
2012,4,596.4
2012,5,571.8
2012,6,567
2012,7,595.1
2012,8,596
2012,9,594.1
2012,1,617.9
2012,11,632.8
2012,12,696.7
2013,1,666.8
2013,2,615.8
2013,3,688.1
2013,4,633.4
2013,5,630.2
2013,6,609.5
2013,7,647.2
2013,8,655.6
2013,9,633
2013,1,683.2
2013,11,694.5
2013,12,757
2014,1,746.3
2014,2,689.3
2014,3,756.3
2014,4,701.1
2014,5,710.4
2014,6,663.1
2014,7,705.8
2014,8,725.6
2014,9,688
2014,1,756.6
2014,11,771.5
2014,12,826.3
2015,1,820.4
2015,2,769.4
2015,3,826.9
2015,4,779.9
2015,5,775.5
2015,6,711.4
2015,7,785.6
2015,8,784.2
2015,9,761.9
2015,1,832.5
2015,11,846.2
2015,12,934.4
2016,1,931
2016,2,885.8
2016,3,923.8
2016,4,900.6
2016,5,844.7
2016,6,819.5
2016,7,924.6
2016,8,867.9
2016,9,885
2016,1,956.6
2016,11,933.9
2016,12,1059.9
2017,1,1023.1
2017,2,945.8
2017,3,1022.7
2017,4,976.7
2017,5,910.7
2017,6,906.2
2017,7,970.6
2017,8,928.9
2017,9,937
2017,1,1000.6
2017,11,1022.5
2017,12,1142.7
2018,1,1082.8
2018,2,1019
2018,3,1126.2
2018,4,1026.7
2018,5,974.3
2018,6,958.5
2018,7,1016.7
2018,8,1010.7
2018,9,1008.8
2018,1,1052.6
2018,11,1098.8
2018,12,1204.4
2019,1,1155.5
2019,2,1082.5
2019,3,1188.1
2019,4,1078.8
2019,5,1046.8
2019,6,1007.5
2019,7,1052.2
2019,8,1073.4
2019,9,1045.4
2019,1,1110.7
2019,11,1163.9
2019,12,1246.7
2020,1,1213
2020,2,1155.1
2020,3,824.9
2020,4,56.6
2020,5,619.3
2020,6,933.5
2020,7,1114.5
2020,8,881.1
2020,9,993.7
2020,1,1143.6
2020,11,1066.9
2020,12,1180.7
2021,1,1153
2021,2,973
2021,3,1040.3
2021,4,1154.8
2021,5,1151.9
2021,6,1094.9
2021,7,1232.8
2000,1,
2000,2,
2000,3,
2000,4,
2000,5,
2000,6,
2000,7,
2000,8,
2000,9,
2000,1,
2000,11,
2000,12,
2001,1,
2001,2,
2001,3,
2001,4,
2001,5,
2001,6,
2001,7,
2001,8,
2001,9,
2001,1,
2001,11,
2001,12,
2002,1,
2002,2,
2002,3,
2002,4,
2002,5,
2002,6,
2002,7,
2002,8,
2002,9,
2002,1,74.8
2002,11,76.2
2002,12,83.6
2003,1,70.2
2003,2,68.8
2003,3,75.2
2003,4,72.1
2003,5,80.8
2003,6,71.8
2003,7,82.1
2003,8,79.7
2003,9,79.8
2003,1,84
2003,11,83.3
2003,12,97.7
2004,1,78.8
2004,2,79
2004,3,92.3
2004,4,88.6
2004,5,88.4
2004,6,88.9
2004,7,95.3
2004,8,89.8
2004,9,94.2
2004,1,92.5
2004,11,99.6
2004,12,113.6
2005,1,84.9
2005,2,92.8
2005,3,100.9
2005,4,101.3
2005,5,101.3
2005,6,100.4
2005,7,103.5
2005,8,105.6
2005,9,106.6
2005,1,102.3
2005,11,112
2005,12,122.7
2006,1,95.7
2006,2,100.5
2006,3,117.5
2006,4,100
2006,5,115.8
2006,6,112
2006,7,113.1
2006,8,119.4
2006,9,116.3
2006,1,116.3
2006,11,126.6
2006,12,135.4
2007,1,111.4
2007,2,113.6
2007,3,132.5
2007,4,113
2007,5,133.5
2007,6,122.9
2007,7,127.7
2007,8,135.5
2007,9,124.9
2007,1,133.1
2007,11,140.6
2007,12,146.5
2008,1,124.9
2008,2,131.5
2008,3,129.3
2008,4,135.3
2008,5,142.5
2008,6,127.3
2008,7,142.7
2008,8,137.4
2008,9,139
2008,1,144.7
2008,11,139.1
2008,12,160.5
2009,1,129.3
2009,2,129.4
2009,3,144.3
2009,4,139.1
2009,5,143.3
2009,6,138.5
2009,7,152.1
2009,8,141.4
2009,9,146.6
2009,1,151
2009,11,148.5
2009,12,172.5
2010,1,132.2
2010,2,137.4
2010,3,159.4
2010,4,144.2
2010,5,145.1
2010,6,147.1
2010,7,156.8
2010,8,149.9
2010,9,155.3
2010,1,152.8
2010,11,163.5
2010,12,183.9
2011,1,136.1
2011,2,145.6
2011,3,166.6
2011,4,150.6
2011,5,159.1
2011,6,157.4
2011,7,161
2011,8,164.4
2011,9,165.4
2011,1,161.2
2011,11,175.5
2011,12,191.4
2012,1,148.6
2012,2,162
2012,3,178.3
2012,4,153.1
2012,5,178.4
2012,6,166.7
2012,7,171.6
2012,8,180.2
2012,9,168.1
2012,1,179.4
2012,11,190.4
2012,12,195
2013,1,166.7
2013,2,166
2013,3,180.8
2013,4,174.3
2013,5,194.2
2013,6,171.2
2013,7,190.9
2013,8,193
2013,9,183.3
2013,1,211.5
2013,11,215.4
2013,12,227.8
2014,1,193.8
2014,2,191.3
2014,3,211.5
2014,4,196.4
2014,5,223.9
2014,6,199.6
2014,7,219.8
2014,8,208.4
2014,9,209.4
2014,1,221.8
2014,11,221.8
2014,12,250.5
2015,1,204.9
2015,2,204.1
2015,3,231.3
2015,4,209.2
2015,5,227.2
2015,6,222
2015,7,252.6
2015,8,226.4
2015,9,233.7
2015,1,239
2015,11,234.6
2015,12,268.4
2016,1,214.2
2016,2,223.6
2016,3,245.8
2016,4,240.7
2016,5,243.6
2016,6,240
2016,7,253.7
2016,8,250
2016,9,250.7
2016,1,245
2016,11,260.1
2016,12,285.9
2017,1,229.2
2017,2,241.1
2017,3,283.7
2017,4,237.5
2017,5,277.6
2017,6,267.9
2017,7,274.7
2017,8,286.3
2017,9,274.1
2017,1,275.4
2017,11,296.8
2017,12,307.5
2018,1,254.9
2018,2,257.8
2018,3,294.2
2018,4,265.1
2018,5,299
2018,6,280.6
2018,7,297.1
2018,8,304.1
2018,9,282.7
2018,1,303.2
2018,11,318
2018,12,319.5
2019,1,275.9
2019,2,274.2
2019,3,306.2
2019,4,277.1
2019,5,319.8
2019,6,282.3
2019,7,319.7
2019,8,316.5
2019,9,297.3
2019,1,323
2019,11,333.3
2019,12,339.9
2020,1,290.2
2020,2,290.2
2020,3,240.7
2020,4,35.6
2020,5,260.9
2020,6,312.5
2020,7,344.7
2020,8,264.5
2020,9,326.4
2020,1,330.2
2020,11,325.4
2020,12,368.4
2021,1,285.8
2021,2,281.7
2021,3,329
2021,4,302.9
2021,5,331.3
2021,6,336.3
2021,7,363.7
2000,1,
2000,2,
2000,3,
2000,4,
2000,5,
2000,6,
2000,7,
2000,8,
2000,9,
2000,1,
2000,11,
2000,12,
2001,1,
2001,2,
2001,3,
2001,4,
2001,5,
2001,6,
2001,7,
2001,8,
2001,9,
2001,1,
2001,11,
2001,12,
2002,1,
2002,2,
2002,3,
2002,4,
2002,5,
2002,6,
2002,7,
2002,8,
2002,9,
2002,1,172.8
2002,11,182.3
2002,12,257.6
2003,1,169.7
2003,2,154.3
2003,3,183.9
2003,4,194.4
2003,5,200.6
2003,6,170.2
2003,7,180.2
2003,8,164.5
2003,9,170.6
2003,1,187.6
2003,11,196.1
2003,12,278.7
2004,1,184.6
2004,2,166.7
2004,3,200.6
2004,4,219.9
2004,5,205.2
2004,6,184.6
2004,7,194.1
2004,8,168.4
2004,9,180.3
2004,1,195.7
2004,11,215
2004,12,288.7
2005,1,190.2
2005,2,177.2
2005,3,202.4
2005,4,234.1
2005,5,212.6
2005,6,199.9
2005,7,204.6
2005,8,180.3
2005,9,197.3
2005,1,211.9
2005,11,220.6
2005,12,313.8
2006,1,196.8
2006,2,180.6
2006,3,232.7
2006,4,226.7
2006,5,236.3
2006,6,222.9
2006,7,208.2
2006,8,191.1
2006,9,214
2006,1,219.4
2006,11,236.1
2006,12,344.5
2007,1,221.9
2007,2,201.3
2007,3,248.8
2007,4,254.8
2007,5,245.6
2007,6,249.1
2007,7,228.7
2007,8,216.6
2007,9,226.8
2007,1,235.9
2007,11,254.2
2007,12,357.6
2008,1,228.7
2008,2,215.7
2008,3,234.3
2008,4,259.5
2008,5,261.4
2008,6,221.8
2008,7,226.6
2008,8,212.6
2008,9,211
2008,1,236.9
2008,11,250.3
2008,12,364.8
2009,1,242.3
2009,2,215.9
2009,3,254.2
2009,4,264.9
2009,5,276.5
2009,6,234.6
2009,7,241
2009,8,218.6
2009,9,227.9
2009,1,248.7
2009,11,255.7
2009,12,378.2
2010,1,241
2010,2,212.7
2010,3,253
2010,4,269.1
2010,5,272.9
2010,6,249.6
2010,7,248.5
2010,8,216.4
2010,9,225.9
2010,1,257.1
2010,11,271.2
2010,12,390.4
2011,1,247.6
2011,2,209.7
2011,3,256
2011,4,290.5
2011,5,268.5
2011,6,256.2
2011,7,263
2011,8,227.3
2011,9,242.2
2011,1,277.2
2011,11,278.7
2011,12,410.2
2012,1,256.9
2012,2,229.5
2012,3,285.5
2012,4,271.7
2012,5,290
2012,6,277.8
2012,7,252.4
2012,8,239.4
2012,9,244.4
2012,1,269.1
2012,11,294.7
2012,12,417.5
2013,1,263.1
2013,2,226.5
2013,3,262.8
2013,4,298.2
2013,5,296.2
2013,6,281
2013,7,258.1
2013,8,245.2
2013,9,235.8
2013,1,278.6
2013,11,305.3
2013,12,428.3
2014,1,269.7
2014,2,235.3
2014,3,277.7
2014,4,286.6
2014,5,304.4
2014,6,268.3
2014,7,265.6
2014,8,246.4
2014,9,245.7
2014,1,279.9
2014,11,293.2
2014,12,437.2
2015,1,276.9
2015,2,240.9
2015,3,281.9
2015,4,296.2
2015,5,304.7
2015,6,276.6
2015,7,276.8
2015,8,254.1
2015,9,256.9
2015,1,296.9
2015,11,312.2
2015,12,470.3
2016,1,291
2016,2,261.9
2016,3,291.8
2016,4,321
2016,5,308.4
2016,6,302.4
2016,7,291
2016,8,257.2
2016,9,271.3
2016,1,305.8
2016,11,313.1
2016,12,489.5
2017,1,303.6
2017,2,261.8
2017,3,314
2017,4,318.7
2017,5,324.7
2017,6,307
2017,7,296.7
2017,8,269.8
2017,9,280.7
2017,1,302.3
2017,11,336.3
2017,12,493.7
2018,1,300.1
2018,2,264.1
2018,3,314.5
2018,4,312.6
2018,5,313
2018,6,313
2018,7,280.2
2018,8,271.1
2018,9,278.3
2018,1,306.6
2018,11,338.6
2018,12,473.4
2019,1,305.7
2019,2,269
2019,3,306.9
2019,4,322.1
2019,5,320.8
2019,6,312.5
2019,7,284.2
2019,8,286.4
2019,9,267.6
2019,1,302.4
2019,11,350
2019,12,463.3
2020,1,300.5
2020,2,272.1
2020,3,199.6
2020,4,35.6
2020,5,252.4
2020,6,330.3
2020,7,333.3
2020,8,225.2
2020,9,285.4
2020,1,341.3
2020,11,365.2
2020,12,501.4
2021,1,317.3
2021,2,264.3
2021,3,299.9
2021,4,349.1
2021,5,367.3
2021,6,331.3
2021,7,335.9
2000,1,
2000,2,
2000,3,
2000,4,
2000,5,
2000,6,
2000,7,
2000,8,
2000,9,
2000,1,
2000,11,
2000,12,
2001,1,
2001,2,
2001,3,
2001,4,
2001,5,
2001,6,
2001,7,
2001,8,
2001,9,
2001,1,
2001,11,
2001,12,
2002,1,
2002,2,
2002,3,
2002,4,
2002,5,
2002,6,
2002,7,
2002,8,
2002,9,
2002,1,52.3
2002,11,53.7
2002,12,59.6
2003,1,53.5
2003,2,50.1
2003,3,55.8
2003,4,52.8
2003,5,58.5
2003,6,52.1
2003,7,60.1
2003,8,56.9
2003,9,58.9
2003,1,60.9
2003,11,60.9
2003,12,71.3
2004,1,60.5
2004,2,57.6
2004,3,67.1
2004,4,63.1
2004,5,63.6
2004,6,63.3
2004,7,67.1
2004,8,64.4
2004,9,66.8
2004,1,65.8
2004,11,70.6
2004,12,81.7
2005,1,66.2
2005,2,67.1
2005,3,73.6
2005,4,71.5
2005,5,71.8
2005,6,69.9
2005,7,72.2
2005,8,74.9
2005,9,72.6
2005,1,71.7
2005,11,77.2
2005,12,85.6
2006,1,73.7
2006,2,69.9
2006,3,80.9
2006,4,70.5
2006,5,78.6
2006,6,75.5
2006,7,76.7
2006,8,79.3
2006,9,79
2006,1,79
2006,11,84.7
2006,12,95.5
2007,1,84.2
2007,2,78.8
2007,3,91.1
2007,4,79.2
2007,5,89.8
2007,6,83.1
2007,7,86.7
2007,8,91.3
2007,9,86.6
2007,1,91
2007,11,96.8
2007,12,100.8
2008,1,92.1
2008,2,89.1
2008,3,89.5
2008,4,89.1
2008,5,90.7
2008,6,80.4
2008,7,87.2
2008,8,86.3
2008,9,88.2
2008,1,91
2008,11,91.1
2008,12,106.2
2009,1,92.5
2009,2,85.7
2009,3,95.1
2009,4,89.5
2009,5,91.2
2009,6,87.2
2009,7,95.1
2009,8,90.4
2009,9,93
2009,1,95.8
2009,11,94.4
2009,12,111.2
2010,1,94
2010,2,88.7
2010,3,102.9
2010,4,92.3
2010,5,91.9
2010,6,93.1
2010,7,98.5
2010,8,94.7
2010,9,98.8
2010,1,95
2010,11,103.8
2010,12,115.4
2011,1,95.6
2011,2,93.1
2011,3,105.9
2011,4,98.6
2011,5,101
2011,6,99.4
2011,7,101.9
2011,8,104.4
2011,9,104
2011,1,102
2011,11,109.9
2011,12,122.9
2012,1,106
2012,2,103
2012,3,115.4
2012,4,100.2
2012,5,111.4
2012,6,106.6
2012,7,109
2012,8,113.5
2012,9,107.8
2012,1,115.2
2012,11,119
2012,12,126
2013,1,116.4
2013,2,109.8
2013,3,119.6
2013,4,113.6
2013,5,122.3
2013,6,113
2013,7,122.9
2013,8,123.8
2013,9,114.2
2013,1,128.2
2013,11,132.1
2013,12,140.8
2014,1,128.3
2014,2,120.8
2014,3,134.1
2014,4,123.5
2014,5,136.6
2014,6,126.2
2014,7,134.1
2014,8,131.2
2014,9,131.9
2014,1,136.7
2014,11,137.2
2014,12,156.8
2015,1,139.2
2015,2,130.9
2015,3,150.6
2015,4,130.2
2015,5,143.7
2015,6,143.9
2015,7,154.2
2015,8,143.8
2015,9,148.2
2015,1,152.9
2015,11,151.6
2015,12,173.7
2016,1,149.9
2016,2,147.5
2016,3,160.3
2016,4,153.9
2016,5,156.2
2016,6,155.7
2016,7,161.5
2016,8,158.6
2016,9,159.1
2016,1,159.6
2016,11,165.1
2016,12,180.4
2017,1,159.4
2017,2,151.2
2017,3,178.2
2017,4,150.5
2017,5,170.1
2017,6,165.2
2017,7,166.1
2017,8,170.4
2017,9,166.7
2017,1,168.3
2017,11,177.8
2017,12,188
2018,1,170.8
2018,2,162
2018,3,182.6
2018,4,159
2018,5,177.3
2018,6,170.8
2018,7,176.6
2018,8,178.1
2018,9,169.2
2018,1,177
2018,11,185
2018,12,189.6
2019,1,178.3
2019,2,170.4
2019,3,186.2
2019,4,167
2019,5,184.7
2019,6,170.1
2019,7,184.1
2019,8,189.1
2019,9,178.8
2019,1,187.1
2019,11,194.2
2019,12,198.8
2020,1,186.1
2020,2,181
2020,3,153
2020,4,28.7
2020,5,179.5
2020,6,215
2020,7,222.1
2020,8,183.6
2020,9,205.9
2020,1,208.3
2020,11,205
2020,12,217.9
2021,1,193.8
2021,2,181
2021,3,210.5
2021,4,186.3
2021,5,206.1
2021,6,207.9
2021,7,220.3
2000,1,
2000,2,
2000,3,
2000,4,
2000,5,
2000,6,
2000,7,
2000,8,
2000,9,
2000,1,
2000,11,
2000,12,
2001,1,
2001,2,
2001,3,
2001,4,
2001,5,
2001,6,
2001,7,
2001,8,
2001,9,
2001,1,
2001,11,
2001,12,
2002,1,
2002,2,
2002,3,
2002,4,
2002,5,
2002,6,
2002,7,
2002,8,
2002,9,
2002,1,201.9
2002,11,193.8
2002,12,207.1
2003,1,207.2
2003,2,206.2
2003,3,223.5
2003,4,198.3
2003,5,192.6
2003,6,180.9
2003,7,207.1
2003,8,209.5
2003,9,197.5
2003,1,212.5
2003,11,225.3
2003,12,252.6
2004,1,252.7
2004,2,239.8
2004,3,276.7
2004,4,261.4
2004,5,266.5
2004,6,258.4
2004,7,272.6
2004,8,276.3
2004,9,270.3
2004,1,286.8
2004,11,286.6
2004,12,289.3
2005,1,279.9
2005,2,277
2005,3,321.5
2005,4,300.7
2005,5,290.2
2005,6,293.2
2005,7,318.3
2005,8,327.6
2005,9,329.9
2005,1,339.3
2005,11,330.3
2005,12,335.9
2006,1,336.7
2006,2,337.1
2006,3,384.3
2006,4,367.8
2006,5,389.5
2006,6,379.4
2006,7,394.8
2006,8,396.8
2006,9,358.5
2006,1,349.9
2006,11,351.3
2006,12,372.3
2007,1,348.6
2007,2,343.7
2007,3,395.6
2007,4,363.4
2007,5,378
2007,6,361.2
2007,7,373.3
2007,8,379.9
2007,9,381.6
2007,1,399.7
2007,11,428.8
2007,12,443.2
2008,1,434.6
2008,2,421.8
2008,3,462.9
2008,4,446.1
2008,5,484.2
2008,6,466.7
2008,7,503.4
2008,8,479.7
2008,9,465.6
2008,1,463.7
2008,11,405.5
2008,12,396
2009,1,376.4
2009,2,385.9
2009,3,414.3
2009,4,387.6
2009,5,390.3
2009,6,385.1
2009,7,400.2
2009,8,400.8
2009,9,399
2009,1,405.5
2009,11,418.4
2009,12,450.9
2010,1,434.5
2010,2,420.8
2010,3,476.1
2010,4,448.1
2010,5,435.6
2010,6,412.6
2010,7,434.3
2010,8,423.1
2010,9,427.6
2010,1,456.5
2010,11,463.6
2010,12,517.9
2011,1,493.7
2011,2,482.1
2011,3,542.8
2011,4,520.8
2011,5,494.6
2011,6,462.7
2011,7,480.8
2011,8,475.1
2011,9,480.5
2011,1,517
2011,11,533.1
2011,12,568.6
2012,1,536.9
2012,2,528.7
2012,3,575.5
2012,4,541.7
2012,5,553.4
2012,6,502.3
2012,7,518.9
2012,8,572.7
2012,9,567.5
2012,1,592.1
2012,11,593.3
2012,12,613.8
2013,1,599.4
2013,2,573.5
2013,3,660.3
2013,4,597.5
2013,5,616.3
2013,6,594.1
2013,7,650
2013,8,638.7
2013,9,624.5
2013,1,655
2013,11,659.1
2013,12,702
2014,1,667.9
2014,2,630.2
2014,3,683.1
2014,4,639.9
2014,5,660.8
2014,6,613.3
2014,7,637.5
2014,8,631.1
2014,9,612.9
2014,1,661.5
2014,11,634.4
2014,12,636.6
2015,1,564.6
2015,2,543.1
2015,3,608.8
2015,4,572.6
2015,5,612.3
2015,6,592.6
2015,7,625
2015,8,594.6
2015,9,584.2
2015,1,614.5
2015,11,602.1
2015,12,634.8
2016,1,568.6
2016,2,543.8
2016,3,598.4
2016,4,561
2016,5,572.1
2016,6,569.9
2016,7,571.2
2016,8,558.3
2016,9,561.8
2016,1,596.1
2016,11,610.9
2016,12,668.8
2017,1,628.1
2017,2,604.8
2017,3,655.3
2017,4,602.2
2017,5,614.1
2017,6,575
2017,7,555.2
2017,8,579.7
2017,9,575.2
2017,1,603.3
2017,11,642.9
2017,12,699.5
2018,1,650.7
2018,2,609.2
2018,3,675.5
2018,4,607.1
2018,5,647.8
2018,6,629.4
2018,7,621.5
2018,8,653.5
2018,9,640.5
2018,1,681.7
2018,11,640.3
2018,12,621.7
2019,1,589.7
2019,2,557.5
2019,3,617.9
2019,4,587.5
2019,5,604.1
2019,6,550.4
2019,7,562.2
2019,8,569.9
2019,9,555.7
2019,1,595.8
2019,11,609.9
2019,12,632.4
2020,1,608.8
2020,2,588.7
2020,3,503.4
2020,4,185.8
2020,5,394.3
2020,6,466.1
2020,7,517.8
2020,8,463.2
2020,9,496.3
2020,1,530.7
2020,11,508.4
2020,12,558.8
2021,1,524.5
2021,2,493.9
2021,3,547.3
2021,4,542.4
2021,5,547
2021,6,536.9
2021,7,568.4
2000,1,
2000,2,
2000,3,
2000,4,
2000,5,
2000,6,
2000,7,
2000,8,
2000,9,
2000,1,
2000,11,
2000,12,
2001,1,
2001,2,
2001,3,
2001,4,
2001,5,
2001,6,
2001,7,
2001,8,
2001,9,
2001,1,
2001,11,
2001,12,
2002,1,
2002,2,
2002,3,
2002,4,
2002,5,
2002,6,
2002,7,
2002,8,
2002,9,
2002,1,562.6
2002,11,572.4
2002,12,603.1
2003,1,565.8
2003,2,586.1
2003,3,610.5
2003,4,546.5
2003,5,614.9
2003,6,577.2
2003,7,659
2003,8,636.9
2003,9,636.6
2003,1,644
2003,11,661.9
2003,12,733.8
2004,1,677.6
2004,2,717
2004,3,786.8
2004,4,700.2
2004,5,711.9
2004,6,705.9
2004,7,760.1
2004,8,760.9
2004,9,733.1
2004,1,709.5
2004,11,776.5
2004,12,838.2
2005,1,702.8
2005,2,776.1
2005,3,822
2005,4,744
2005,5,759.7
2005,6,749.6
2005,7,804.8
2005,8,837.5
2005,9,780.5
2005,1,754.4
2005,11,840.1
2005,12,880.6
2006,1,776.8
2006,2,846.8
2006,3,942
2006,4,785
2006,5,880.8
2006,6,821.6
2006,7,881.2
2006,8,922.4
2006,9,847.6
2006,1,858
2006,11,951.3
2006,12,962.8
2007,1,894.2
2007,2,946.1
2007,3,1031.3
2007,4,885
2007,5,988.6
2007,6,912.7
2007,7,998
2007,8,1030.2
2007,9,922.3
2007,1,973.8
2007,11,1051.5
2007,12,1050.9
2008,1,982.2
2008,2,1065.6
2008,3,1046.9
2008,4,990.7
2008,5,1043.7
2008,6,953.4
2008,7,1069.6
2008,8,1037
2008,9,1021.9
2008,1,1042.9
2008,11,1003.3
2008,12,1024.2
2009,1,937.4
2009,2,995.4
2009,3,1055.1
2009,4,961.2
2009,5,1004
2009,6,972.6
2009,7,1085.7
2009,8,1047.2
2009,9,1015.5
2009,1,1016.2
2009,11,1036.8
2009,12,1083.2
2010,1,982.1
2010,2,1052.4
2010,3,1142.7
2010,4,1007.1
2010,5,1039.2
2010,6,1020.2
2010,7,1095.8
2010,8,1110.8
2010,9,1059.8
2010,1,1026.5
2010,11,1130.6
2010,12,1125.8
2011,1,1003.9
2011,2,1115.4
2011,3,1192.1
2011,4,1056.9
2011,5,1130.7
2011,6,1071.1
2011,7,1125.1
2011,8,1182.3
2011,9,1094.8
2011,1,1081.5
2011,11,1183.4
2011,12,1174
2012,1,1079.1
2012,2,1224.4
2012,3,1228.4
2012,4,1076.6
2012,5,1207.6
2012,6,1118.7
2012,7,1168.5
2012,8,1225.4
2012,9,1081
2012,1,1152.4
2012,11,1222.9
2012,12,1169.8
2013,1,1143.3
2013,2,1225.7
2013,3,1216.7
2013,4,1173.4
2013,5,1256.8
2013,6,1138.8
2013,7,1276.9
2013,8,1284.6
2013,9,1165.8
2013,1,1212.9
2013,11,1258.2
2013,12,1246.5
2014,1,1217
2014,2,1282.6
2014,3,1271
2014,4,1173.3
2014,5,1296.4
2014,6,1206.3
2014,7,1306.9
2014,8,1275.4
2014,9,1217.1
2014,1,1294.6
2014,11,1280.7
2014,12,1335.5
2015,1,1262.4
2015,2,1316.1
2015,3,1358.5
2015,4,1233.1
2015,5,1329.8
2015,6,1305.9
2015,7,1430.3
2015,8,1369.5
2015,9,1298.4
2015,1,1340.5
2015,11,1370.5
2015,12,1425
2016,1,1327.1
2016,2,1451.8
2016,3,1427.9
2016,4,1359.1
2016,5,1405.9
2016,6,1374.4
2016,7,1440.8
2016,8,1454.5
2016,9,1388.6
2016,1,1401.9
2016,11,1473
2016,12,1467.6
2017,1,1566.4
2017,2,1622.5
2017,3,1746.5
2017,4,1499.5
2017,5,1717.7
2017,6,1617.6
2017,7,1654.8
2017,8,1743.2
2017,9,1609
2017,1,1665.6
2017,11,1779.6
2017,12,1691.9
2018,1,1680.8
2018,2,1711.1
2018,3,1772.5
2018,4,1619.2
2018,5,1797.2
2018,6,1680.8
2018,7,1764.9
2018,8,1846.6
2018,9,1668.2
2018,1,1791.2
2018,11,1831.3
2018,12,1749.2
2019,1,1778.1
2019,2,1774.1
2019,3,1841.3
2019,4,1708.2
2019,5,1881.9
2019,6,1710.2
2019,7,1869.2
2019,8,1910.1
2019,9,1773.3
2019,1,1897.2
2019,11,1847.1
2019,12,1750
2020,1,1815.7
2020,2,1850.2
2020,3,1480.7
2020,4,725.4
2020,5,1255.8
2020,6,1564.3
2020,7,1708.5
2020,8,1596.8
2020,9,1592.9
2020,1,1686.7
2020,11,1695
2020,12,1640.3
2021,1,1553.6
2021,2,1526.7
2021,3,1680.7
2021,4,1589.6
2021,5,1731.6
2021,6,1720.2
2021,7,1883.6
2002,1,756
2002,11,759
2002,12,766.1
2003,1,770.2
2003,2,776.5
2003,3,774.8
2003,4,782.8
2003,5,791.3
2003,6,790.3
2003,7,803
2003,8,818.3
2003,9,806.7
2003,1,818.8
2003,11,813.7
2003,12,825.7
2004,1,826
2004,2,822.3
2004,3,833
2004,4,842.1
2004,5,844.3
2004,6,851.1
2004,7,861.2
2004,8,862.1
2004,9,865.1
2004,1,852.3
2004,11,881.3
2004,12,890.5
2005,1,897.4
2005,2,909.3
2005,3,912.9
2005,4,907.7
2005,5,917.8
2005,6,933
2005,7,931.7
2005,8,940.2
2005,9,951.5
2005,1,950.8
2005,11,962
2005,12,954.6
2006,1,966.6
2006,2,966.2
2006,3,979
2006,4,995.1
2006,5,999.8
2006,6,1007.2
2006,7,1010.4
2006,8,1013.9
2006,9,1014.1
2006,1,1037.4
2006,11,1043.1
2006,12,1045.8
2007,1,1049
2007,2,1067.2
2007,3,1069.4
2007,4,1075.4
2007,5,1079.8
2007,6,1087.4
2007,7,1087.9
2007,8,1099.6
2007,9,1097.5
2007,1,1102.7
2007,11,1112
2007,12,1120.1
2008,1,1126.3
2008,2,1131.9
2008,3,1153.3
2008,4,1127.5
2008,5,1143.1
2008,6,1141
2008,7,1144.2
2008,8,1172.3
2008,9,1184.3
2008,1,1194.1
2008,11,1207.6
2008,12,1211.5
2009,1,1226.1
2009,2,1221.9
2009,3,1232.3
2009,4,1249.4
2009,5,1257.7
2009,6,1262.4
2009,7,1268.8
2009,8,1272.7
2009,9,1271.5
2009,1,1259.3
2009,11,1261.1
2009,12,1276.2
2010,1,1271.8
2010,2,1280.1
2010,3,1305.7
2010,4,1270.8
2010,5,1289.8
2010,6,1294.5
2010,7,1308.5
2010,8,1311
2010,9,1330.9
2010,1,1360.4
2010,11,1369.4
2010,12,1375.5
2011,1,1375.4
2011,2,1387.5
2011,3,1396
2011,4,1412.9
2011,5,1414.5
2011,6,1430.4
2011,7,1435.1
2011,8,1435.5
