Year,Month,Data_value
2010,4,1048.2
2010,5,1045.2
2010,6,1067.3
2010,7,1059
2010,8,1080.5
2010,9,1083.5
2010,1,1077.3
2010,11,1092.9
2010,12,1077.6
2011,1,1082.3
2011,2,1101.4
2011,3,1109.1
2011,4,1122.2
2011,5,1122.4
2011,6,1105.3
2011,7,1118.8
2011,8,1125.1
2011,9,1118.5
2011,1,1134.1
2011,11,1147.4
2011,12,1145
2012,1,1148
2012,2,1156.2
2012,3,1155.3
2012,4,1156.2
2012,5,1167.6
2012,6,1167.1
2012,7,1150.9
2012,8,1157.6
2012,9,1162.4
2012,1,1168.3
2012,11,1172.5
2012,12,1173.9
2013,1,1181.4
2013,2,1201.3
2013,3,1179.9
2013,4,1240.2
2013,5,1203.1
2013,6,1216.2
2013,7,1228.6
2013,8,1235.4
2013,9,1235.7
2013,1,1225.8
2013,11,1232.3
2013,12,1237.9
2014,1,1239.9
2014,2,1256.4
2014,3,1236.6
2014,4,1246
2014,5,1257.9
2014,6,1262.9
2014,7,1253.6
2014,8,1264
2014,9,1268.7
2014,1,1295.3
2014,11,1292.4
2014,12,1296.9
2015,1,1295.7
2015,2,1291.6
2015,3,1310.5
2015,4,1298.5
2015,5,1325.2
2015,6,1340.9
2015,7,1361.4
2015,8,1362.7
2015,9,1356.4
2015,1,1355.2
2015,11,1359.4
2015,12,1383.8
2016,1,1391.2
2016,2,1370.7
2016,3,1346.7
2016,4,1451.5
2016,5,1389.1
2016,6,1405.1
2016,7,1431.8
2016,8,1402.1
2016,9,1427.9
2016,1,1448.5
2016,11,1438.8
2016,12,1438.2
2017,1,1618.8
2017,2,1605.1
2017,3,1638.3
2017,4,1644.3
2017,5,1663.1
2017,6,1649.6
2017,7,1651.5
2017,8,1678
2017,9,1677.6
2017,1,1688.8
2017,11,1722.4
2017,12,1710.4
2018,1,1694.5
2018,2,1698.3
2018,3,1692
2018,4,1745.5
2018,5,1742
2018,6,1749.8
2018,7,1747.1
2018,8,1758.3
2018,9,1777.6
2018,1,1761.1
2018,11,1761.6
2018,12,1779.3
2019,1,1789.1
2019,2,1764.7
2019,3,1816.2
2019,4,1811.6
2019,5,1813.2
2019,6,1831.3
2019,7,1809.7
2019,8,1839.2
2019,9,1846.2
2019,1,1848.5
2019,11,1807.7
2019,12,1769.1
2020,1,1813.3
2020,2,1801.6
2020,3,1453.6
2020,4,768.2
2020,5,1261.9
2020,6,1613.9
2020,7,1635.7
2020,8,1575.6
2020,9,1627.7
2020,1,1645.4
2020,11,1672.5
2020,12,1625.3
2021,1,1616.2
2021,2,1524.8
2021,3,1620.3
2021,4,1681.8
2021,5,1743.6
2021,6,1779.9
2021,7,1823.2
2002,1,755.5
2002,11,760.6
2002,12,765.5
2003,1,769.9
2003,2,774.2
2003,3,778.2
2003,4,782.7
2003,5,788.4
2003,6,794.4
2003,7,800.4
2003,8,805.5
2003,9,810.1
2003,1,814.7
2003,11,818.5
2003,12,821.6
2004,1,824.3
2004,2,827.8
2004,3,832.7
2004,4,838.8
2004,5,846.1
2004,6,852.6
2004,7,857.7
2004,8,862.1
2004,9,866.7
2004,1,872.5
2004,11,880.4
2004,12,890.3
2005,1,899.3
2005,2,905.5
2005,3,909.9
2005,4,914.1
2005,5,919.3
2005,6,926.4
2005,7,934.3
2005,8,942
2005,9,948.1
2005,1,953.3
2005,11,957.1
2005,12,959.4
2006,1,963.3
2006,2,970.4
2006,3,980.2
2006,4,991.1
2006,5,999.8
2006,6,1006
2006,7,1010.8
2006,8,1017.2
2006,9,1025.7
2006,1,1034
2006,11,1041.2
2006,12,1047.6
2007,1,1054.3
2007,2,1061.9
2007,3,1069.6
2007,4,1075.8
2007,5,1080.8
2007,6,1085.8
2007,7,1090.8
2007,8,1095.1
2007,9,1099.4
2007,1,1104.8
2007,11,1111.7
2007,12,1119.5
2008,1,1125.9
2008,2,1129.7
2008,3,1131.6
2008,4,1133.5
2008,5,1137.6
2008,6,1145.6
2008,7,1157
2008,8,1170.3
2008,9,1183.3
2008,1,1195.7
2008,11,1205.8
2008,12,1213.6
2009,1,1220.1
2009,2,1227.1
2009,3,1235.8
2009,4,1246
2009,5,1256
2009,6,1264.5
2009,7,1269.2
2009,8,1269.6
2009,9,1267.6
2009,1,1265.4
2009,11,1265.6
2009,12,1269.1
2010,1,1274.7
2010,2,1279.7
2010,3,1283
2010,4,1286.4
2010,5,1290.7
2010,6,1295.6
2010,7,1304.1
2010,8,1317.5
2010,9,1335.1
2010,1,1352.7
2010,11,1366.5
2010,12,1374.8
2011,1,1380.4
2011,2,1387.4
2011,3,1397.3
2011,4,1408.6
2011,5,1418.7
2011,6,1427.1
2011,7,1435.1
2011,8,1441.3
2011,9,1444.2
2011,1,1443.4
2011,11,1441.9
2011,12,1442.3
2012,1,1447.6
2012,2,1456.6
2012,3,1465.6
2012,4,1472.6
2012,5,1479.1
2012,6,1486
2012,7,1491.9
2012,8,1495.4
2012,9,1495.9
2012,1,1496.1
2012,11,1500
2012,12,1507.6
2013,1,1516
2013,2,1520.6
2013,3,1520.5
2013,4,1518.4
2013,5,1517.7
2013,6,1520.6
2013,7,1525.7
2013,8,1532.6
2013,9,1541.5
2013,1,1551.1
2013,11,1559
2013,12,1563
2014,1,1563.8
2014,2,1566
2014,3,1573.3
2014,4,1584.7
2014,5,1596.7
2014,6,1605.9
2014,7,1612
2014,8,1616.6
2014,9,1622.3
2014,1,1630.3
2014,11,1639.3
2014,12,1648.6
2015,1,1656
2015,2,1661
2015,3,1666
2015,4,1672.4
2015,5,1681.1
2015,6,1691.1
2015,7,1702
2015,8,1712.8
2015,9,1723.2
2015,1,1731.4
2015,11,1737.6
2015,12,1742.7
2016,1,1747.4
2016,2,1752.1
2016,3,1757.1
2016,4,1763.5
2016,5,1770.7
2016,6,1777.4
2016,7,1784
2016,8,1791.4
2016,9,1800.5
2016,1,1812.7
2016,11,1828.1
2016,12,1844.1
2017,1,1859.9
2017,2,1875.2
2017,3,1888.6
2017,4,1898.3
2017,5,1905
2017,6,1911
2017,7,1917
2017,8,1925.5
2017,9,1937.4
2017,1,1951.1
2017,11,1962.2
2017,12,1970.3
2018,1,1972.2
2018,2,1967.7
2018,3,1961.6
2018,4,1959.9
2018,5,1966
2018,6,1979.2
2018,7,1997.9
2018,8,2016.8
2018,9,2030.9
2018,1,2042.4
2018,11,2052.2
2018,12,2056.8
2019,1,2056.8
2019,2,2055.1
2019,3,2052.9
2019,4,2050.5
2019,5,2050.4
2019,6,2054.9
2019,7,2063.5
2019,8,2077.3
2019,9,2094.7
2019,1,2111.8
2019,11,2133.9
2019,12,2167
2020,1,2215.2
2020,2,2271.5
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,1,685.2
2002,11,685.7
2002,12,687.1
2003,1,688.9
2003,2,691.2
2003,3,694.8
2003,4,700.1
2003,5,706.6
2003,6,713.5
2003,7,720.8
2003,8,728.1
2003,9,734.6
2003,1,739.6
2003,11,742.9
2003,12,744.7
2004,1,745.8
2004,2,747.3
2004,3,749.9
2004,4,754.2
2004,5,760.1
2004,6,766.1
2004,7,770.9
2004,8,774.4
2004,9,777.6
2004,1,781.4
2004,11,786.7
2004,12,793
2005,1,799.7
2005,2,806.3
2005,3,811.8
2005,4,816.2
2005,5,819.9
2005,6,823.7
2005,7,827.7
2005,8,831.6
2005,9,834.7
2005,1,837
2005,11,838.8
2005,12,840.6
2006,1,843.9
2006,2,848.8
2006,3,854.9
2006,4,861.4
2006,5,867.7
2006,6,873.3
2006,7,878
2006,8,881.8
2006,9,885.6
2006,1,890.5
2006,11,896.9
2006,12,904.8
2007,1,913.5
2007,2,922.1
2007,3,929.9
2007,4,936.5
2007,5,941.4
2007,6,945.2
2007,7,948.5
2007,8,951
2007,9,952.2
2007,1,951.7
2007,11,949.5
2007,12,946
2008,1,941.4
2008,2,936
2008,3,931.3
2008,4,927.7
2008,5,925.6
2008,6,925.3
2008,7,926.5
2008,8,929.2
2008,9,932.6
2008,1,935.8
2008,11,938.2
2008,12,939.8
2009,1,940.6
2009,2,940.6
2009,3,939.6
2009,4,938.4
2009,5,938
2009,6,938.4
2009,7,939.6
2009,8,941
2009,9,942
2009,1,942.7
2009,11,942.8
2009,12,942.1
2010,1,941.1
2010,2,940.5
2010,3,940.3
2010,4,940.4
2010,5,941.1
2010,6,942.4
2010,7,943.8
2010,8,945.4
2010,9,946.7
2010,1,947.7
2010,11,948.9
2010,12,950.7
2011,1,952.6
2011,2,955.3
2011,3,958.7
2011,4,962.5
2011,5,966.1
2011,6,969.1
2011,7,971.4
2011,8,973.1
2011,9,974.7
2011,1,976.7
2011,11,978.6
2011,12,980.4
2012,1,982.5
2012,2,984.7
2012,3,987.1
2012,4,990.5
2012,5,994.2
2012,6,997.5
2012,7,1000.7
2012,8,1004
2012,9,1008.1
2012,1,1013.1
2012,11,1018.9
2012,12,1025.3
2013,1,1031.7
2013,2,1037.5
2013,3,1043.4
2013,4,1049.6
2013,5,1056.1
2013,6,1062.4
2013,7,1067.9
2013,8,1071.9
2013,9,1074.2
2013,1,1074.9
2013,11,1074.4
2013,12,1073.7
2014,1,1073.6
2014,2,1074.8
2014,3,1077.5
2014,4,1081
2014,5,1085
2014,6,1089
2014,7,1093.2
2014,8,1098
2014,9,1104.1
2014,1,1111.6
2014,11,1119.7
2014,12,1127.3
2015,1,1133.6
2015,2,1138.1
2015,3,1140.7
2015,4,1142.8
2015,5,1146.5
2015,6,1152.1
2015,7,1159.8
2015,8,1168.2
2015,9,1176
2015,1,1182
2015,11,1186.4
2015,12,1190
2016,1,1193.7
2016,2,1199.1
2016,3,1205.6
2016,4,1212.1
2016,5,1217.5
2016,6,1221.2
2016,7,1223.5
2016,8,1224.8
2016,9,1226.2
2016,1,1228.8
2016,11,1233.1
2016,12,1239.8
2017,1,1248.2
2017,2,1257.3
2017,3,1266
2017,4,1273.6
2017,5,1278.9
2017,6,1282.1
2017,7,1284.3
2017,8,1286.9
2017,9,1290.4
2017,1,1295.5
2017,11,1302.2
2017,12,1309.7
2018,1,1317.1
2018,2,1323.8
2018,3,1329
2018,4,1333.2
2018,5,1337.6
2018,6,1342.8
2018,7,1348.3
2018,8,1353.6
2018,9,1359.3
2018,1,1365.1
2018,11,1370.3
2018,12,1374.8
2019,1,1378.7
2019,2,1382.2
2019,3,1386
2019,4,1390.2
2019,5,1393.8
2019,6,1397.3
2019,7,1402.2
2019,8,1409.3
2019,9,1418.8
2019,1,1431.3
2019,11,1447
2019,12,1463.5
2020,1,1479.2
2020,2,1492.7
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,1,302.1
2002,11,304.7
2002,12,307.8
2003,1,311.6
2003,2,315
2003,3,315.7
2003,4,313.2
2003,5,309.5
2003,6,307.4
2003,7,308.1
2003,8,310.5
2003,9,313
2003,1,315.1
2003,11,316.9
2003,12,319.1
2004,1,322.1
2004,2,325.9
2004,3,330.1
2004,4,334.8
2004,5,339.2
2004,6,342.7
2004,7,345.3
2004,8,347.6
2004,9,350.3
2004,1,353.5
2004,11,356.6
2004,12,359
2005,1,360.7
2005,2,362
2005,3,363.2
2005,4,366.1
2005,5,370.3
2005,6,373.9
2005,7,376
2005,8,377
2005,9,377.4
2005,1,378.6
2005,11,382
2005,12,386.2
2006,1,390.4
2006,2,394.4
2006,3,397.9
2006,4,400.8
2006,5,404
2006,6,408.3
2006,7,413.3
2006,8,419.2
2006,9,426.1
2006,1,432.9
2006,11,439.3
2006,12,444.9
2007,1,449.1
2007,2,452.1
2007,3,455.1
2007,4,458.6
2007,5,462.5
2007,6,466.8
2007,7,470.9
2007,8,474.2
2007,9,476.7
2007,1,478.7
2007,11,480.1
2007,12,481.8
2008,1,484.3
2008,2,487.2
2008,3,489.4
2008,4,489.6
2008,5,488.3
2008,6,487
2008,7,487.1
2008,8,488.5
2008,9,490.6
2008,1,492.6
2008,11,493.9
2008,12,495.3
2009,1,497.1
2009,2,499
2009,3,501.2
2009,4,503.1
2009,5,504.5
2009,6,506.1
2009,7,508.4
2009,8,510.7
2009,9,512.4
2009,1,513.4
2009,11,514.1
2009,12,516
2010,1,519.2
2010,2,522.3
2010,3,524.2
2010,4,525.8
2010,5,527.3
2010,6,528.6
2010,7,530
2010,8,531.9
2010,9,534.8
2010,1,539.2
2010,11,544.4
2010,12,548.5
2011,1,551.7
2011,2,555
2011,3,559.3
2011,4,565.1
2011,5,572.2
2011,6,579.8
2011,7,586.6
2011,8,591.4
2011,9,593.2
2011,1,592.8
2011,11,591.8
2011,12,590.9
2012,1,590.8
2012,2,592.4
2012,3,595.4
2012,4,598.9
2012,5,602.8
2012,6,606.8
2012,7,610.3
2012,8,614.2
2012,9,618.3
2012,1,622
2012,11,624.9
2012,12,626.9
2013,1,629.1
2013,2,632.4
2013,3,638
2013,4,645.9
2013,5,654.8
2013,6,662.1
2013,7,667
2013,8,670.6
2013,9,674.3
2013,1,679
2013,11,684.9
2013,12,691.1
2014,1,696.6
2014,2,702.2
2014,3,709
2014,4,715.7
2014,5,721.8
2014,6,727.1
2014,7,731.8
2014,8,736.5
2014,9,742.1
2014,1,748.8
2014,11,756.1
2014,12,764.1
2015,1,772.2
2015,2,778.9
2015,3,783.9
2015,4,787.5
2015,5,790.3
2015,6,794.6
2015,7,801.6
2015,8,810.6
2015,9,821.5
2015,1,832.4
2015,11,842
2015,12,850.6
2016,1,859.8
2016,2,869.3
2016,3,877.9
2016,4,886.5
2016,5,896
2016,6,906.4
2016,7,918.1
2016,8,928.7
2016,9,935.8
2016,1,939.4
2016,11,942.3
2016,12,945.7
2017,1,949.4
2017,2,953.8
2017,3,959.6
2017,4,966.6
2017,5,974.1
2017,6,979.7
2017,7,982.9
2017,8,986.2
2017,9,991.7
2017,1,1000.5
2017,11,1010.7
2017,12,1020.5
2018,1,1028.5
2018,2,1033.3
2018,3,1034.7
2018,4,1033.5
2018,5,1032.8
2018,6,1036.1
2018,7,1043.4
2018,8,1052.8
2018,9,1061.6
2018,1,1069.5
2018,11,1077.5
2018,12,1085.4
2019,1,1092.7
2019,2,1097.6
2019,3,1098.2
2019,4,1094.4
2019,5,1088.9
2019,6,1087.4
2019,7,1091.7
2019,8,1101.1
2019,9,1113.8
2019,1,1125.5
2019,11,1133.5
2019,12,1136.7
2020,1,1135.9
2020,2,1132.3
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,1,73.3
2002,11,73.8
2002,12,74.3
2003,1,74.6
2003,2,74.8
2003,3,75.1
2003,4,75.6
2003,5,76.6
2003,6,77.8
2003,7,78.9
2003,8,79.9
2003,9,81
2003,1,82.1
2003,11,83.2
2003,12,84.3
2004,1,85.5
2004,2,86.6
2004,3,87.9
2004,4,89.3
2004,5,90.3
2004,6,91.1
2004,7,91.7
2004,8,92.4
2004,9,93.4
2004,1,94.4
2004,11,95.5
2004,12,96.6
2005,1,97.8
2005,2,99
2005,3,100
2005,4,100.9
2005,5,101.8
2005,6,102.6
2005,7,103.5
2005,8,104.4
2005,9,105.2
2005,1,105.8
2005,11,106.4
2005,12,107
2006,1,107.7
2006,2,108.4
2006,3,109.3
2006,4,110.5
2006,5,111.9
2006,6,113.6
2006,7,115
2006,8,116.1
2006,9,117.2
2006,1,118.5
2006,11,119.8
2006,12,121
2007,1,122.2
2007,2,123.5
2007,3,124.9
2007,4,126.1
2007,5,127.1
2007,6,128
2007,7,128.9
2007,8,129.8
2007,9,130.7
2007,1,131.5
2007,11,132.4
2007,12,133.5
2008,1,134.6
2008,2,135.4
2008,3,135.9
2008,4,136.3
2008,5,136.7
2008,6,137.3
2008,7,138
2008,8,138.7
2008,9,139.2
2008,1,139.4
2008,11,139.3
2008,12,139.4
2009,1,140
2009,2,141.1
2009,3,142.2
2009,4,143.2
2009,5,143.9
2009,6,144.5
2009,7,145.1
2009,8,145.8
2009,9,146.4
2009,1,146.8
2009,11,147.3
2009,12,147.9
2010,1,148.4
2010,2,148.7
2010,3,149.1
2010,4,149.6
2010,5,150.3
2010,6,151.3
2010,7,152.2
2010,8,153
2010,9,153.8
2010,1,154.6
2010,11,155.3
2010,12,155.9
2011,1,156.5
2011,2,157.1
2011,3,158
2011,4,159
2011,5,160
2011,6,160.9
2011,7,161.8
2011,8,162.7
2011,9,163.7
2011,1,164.4
2011,11,165.2
2011,12,166
2012,1,167
2012,2,167.9
2012,3,169
2012,4,169.9
2012,5,170.7
2012,6,171.9
2012,7,173.3
2012,8,174.6
2012,9,175.6
2012,1,176.3
2012,11,177
2012,12,177.8
2013,1,178.5
2013,2,179.4
2013,3,180.3
2013,4,181.4
2013,5,182.8
2013,6,184.4
2013,7,186.2
2013,8,189
2013,9,193.1
2013,1,197.8
2013,11,201.8
2013,12,204.8
2014,1,206.8
2014,2,208.4
2014,3,210.4
2014,4,212.1
2014,5,212.7
2014,6,212.3
2014,7,211.4
2014,8,211
2014,9,212.1
2014,1,214.6
2014,11,217.3
2014,12,219.5
2015,1,221.3
2015,2,222.4
2015,3,223.2
2015,4,224.7
2015,5,227.1
2015,6,230.3
2015,7,233.2
2015,8,234.5
2015,9,233.8
2015,1,232.8
2015,11,232.8
2015,12,234.1
2016,1,236.1
2016,2,238.2
2016,3,239.9
2016,4,241.8
2016,5,243.8
2016,6,245.3
2016,7,246.3
2016,8,247.2
2016,9,247.6
2016,1,248
2016,11,249.5
2016,12,252.6
2017,1,257
2017,2,261.8
2017,3,265.5
2017,4,267.5
2017,5,269.1
2017,6,271
2017,7,273
2017,8,274.8
2017,9,276.5
2017,1,277.8
2017,11,278.9
2017,12,279.7
2018,1,280.3
2018,2,280.9
2018,3,282.1
2018,4,284.1
2018,5,286.1
2018,6,288
2018,7,290.1
2018,8,292
2018,9,293.9
2018,1,295.3
2018,11,296.4
2018,12,297.8
2019,1,299.4
2019,2,300.9
2019,3,301.8
2019,4,301.9
2019,5,301.8
2019,6,302.3
2019,7,303.6
2019,8,305.7
2019,9,308.3
2019,1,310.7
2019,11,312.1
2019,12,312.2
2020,1,312.1
2020,2,312.7
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,1,179.9
2002,11,180.5
2002,12,181.2
2003,1,181.9
2003,2,182.7
2003,3,183.5
2003,4,184.4
2003,5,185.4
2003,6,186.5
2003,7,187.7
2003,8,189.1
2003,9,190.5
2003,1,192
2003,11,193.3
2003,12,194.6
2004,1,195.6
2004,2,196.5
2004,3,197.1
2004,4,197.7
2004,5,198.2
2004,6,198.6
2004,7,199.2
2004,8,199.7
2004,9,200.4
2004,1,201.3
2004,11,202.2
2004,12,203.3
2005,1,204.5
2005,2,205.8
2005,3,207.2
2005,4,208.6
2005,5,210
2005,6,211.3
2005,7,212.4
2005,8,213.3
2005,9,214.2
2005,1,215.1
2005,11,215.9
2005,12,216.8
2006,1,217.8
2006,2,218.8
2006,3,219.9
2006,4,221.3
2006,5,222.8
2006,6,224.5
2006,7,226.3
2006,8,228.1
2006,9,230
2006,1,231.9
2006,11,233.8
2006,12,235.9
2007,1,238.1
2007,2,240.3
2007,3,242.6
2007,4,244.7
2007,5,246.4
2007,6,247.8
2007,7,248.8
2007,8,249.3
2007,9,249.3
2007,1,248.8
2007,11,247.9
2007,12,246.8
2008,1,245.4
2008,2,244
2008,3,242.7
2008,4,241.6
2008,5,241
2008,6,240.9
2008,7,241.3
2008,8,242.2
2008,9,243.7
2008,1,245.5
2008,11,247.6
2008,12,249.8
2009,1,251.9
2009,2,253.7
2009,3,255.1
2009,4,256.1
2009,5,256.7
2009,6,256.8
2009,7,256.7
2009,8,256.3
2009,9,255.9
2009,1,255.6
2009,11,255.4
2009,12,255.3
2010,1,255.4
2010,2,255.6
2010,3,256.1
2010,4,256.6
2010,5,257.3
2010,6,258.1
2010,7,258.8
2010,8,259.4
2010,9,259.9
2010,1,260.2
2010,11,260.5
2010,12,260.9
2011,1,261.4
2011,2,262.2
2011,3,263.2
2011,4,264.5
2011,5,265.9
2011,6,267.3
2011,7,268.8
2011,8,270.2
2011,9,271.4
2011,1,272.4
2011,11,273.3
2011,12,273.9
2012,1,274.6
2012,2,275.2
2012,3,275.9
2012,4,276.6
2012,5,277.3
2012,6,278
2012,7,278.5
2012,8,278.8
2012,9,279
2012,1,279.3
2012,11,279.7
2012,12,280.1
2013,1,280.5
2013,2,281
2013,3,281.4
2013,4,281.9
2013,5,282.4
2013,6,282.8
2013,7,283.3
2013,8,283.7
2013,9,283.9
2013,1,284
2013,11,284
2013,12,283.9
2014,1,283.9
2014,2,283.9
2014,3,284
2014,4,284
2014,5,284
2014,6,284
2014,7,284.1
2014,8,284.4
2014,9,284.9
2014,1,285.4
2014,11,286.1
2014,12,286.8
2015,1,287.5
2015,2,288.4
2015,3,289.5
2015,4,290.8
2015,5,292.4
2015,6,294
2015,7,295.7
2015,8,297.4
2015,9,298.9
2015,1,300.3
2015,11,301.6
2015,12,302.8
2016,1,303.8
2016,2,304.7
2016,3,305.5
2016,4,306.1
2016,5,306.8
2016,6,307.5
2016,7,308.3
2016,8,309.2
2016,9,310.1
2016,1,311.1
2016,11,312.1
2016,12,313.1
2017,1,313.9
2017,2,314.7
2017,3,315.5
2017,4,316.1
2017,5,316.7
2017,6,317.1
2017,7,317.5
2017,8,317.7
2017,9,317.8
2017,1,317.7
2017,11,317.4
2017,12,316.8
2018,1,316.2
2018,2,315.4
2018,3,314.5
2018,4,313.8
2018,5,313.3
2018,6,313.1
2018,7,313.3
2018,8,313.8
2018,9,314.6
2018,1,315.5
2018,11,316.3
2018,12,317
2019,1,317.4
2019,2,317.6
2019,3,317.4
2019,4,317.1
2019,5,316.5
2019,6,315.8
2019,7,315.1
2019,8,314.4
2019,9,313.9
2019,1,313.9
2019,11,314.4
2019,12,315.5
2020,1,317.2
2020,2,319.3
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,1,52.1
2002,11,52.4
2002,12,52.9
2003,1,53.5
2003,2,54.1
2003,3,54.8
2003,4,55.6
2003,5,56.4
2003,6,57.2
2003,7,58.1
2003,8,59
2003,9,59.8
2003,1,60.4
2003,11,60.9
2003,12,61.3
2004,1,61.8
2004,2,62.4
2004,3,63.1
2004,4,64
2004,5,64.9
2004,6,65.7
2004,7,66.3
2004,8,66.8
2004,9,67.3
2004,1,67.9
2004,11,68.7
2004,12,69.5
2005,1,70.4
2005,2,71.3
2005,3,72.1
2005,4,72.7
2005,5,73.2
2005,6,73.5
2005,7,73.7
2005,8,73.9
2005,9,74.1
2005,1,74.2
2005,11,74.4
2005,12,74.6
2006,1,74.9
2006,2,75.3
2006,3,75.9
2006,4,76.6
2006,5,77.4
2006,6,78.1
2006,7,78.9
2006,8,79.6
2006,9,80.4
2006,1,81.3
2006,11,82.3
2006,12,83.2
2007,1,84.1
2007,2,84.9
2007,3,85.6
2007,4,86.3
2007,5,87.2
2007,6,88.2
2007,7,89.3
2007,8,90.2
2007,9,90.9
2007,1,91.3
2007,11,91.4
2007,12,91.2
2008,1,90.9
2008,2,90.4
2008,3,89.9
2008,4,89.4
2008,5,88.8
2008,6,88.5
2008,7,88.4
2008,8,88.6
2008,9,89.1
2008,1,89.8
2008,11,90.5
2008,12,91.2
2009,1,91.8
2009,2,92.3
2009,3,92.6
2009,4,92.8
2009,5,93
2009,6,93.3
2009,7,93.5
2009,8,93.8
2009,9,94.1
2009,1,94.5
2009,11,94.9
2009,12,95.2
2010,1,95.5
2010,2,95.7
2010,3,95.9
2010,4,96.1
2010,5,96.4
2010,6,96.8
2010,7,97.4
2010,8,98
2010,9,98.5
2010,1,98.9
2010,11,99.1
2010,12,99.3
2011,1,99.7
2011,2,100.3
2011,3,101.1
2011,4,102
2011,5,102.8
2011,6,103.5
2011,7,103.9
2011,8,104.3
2011,9,104.7
2011,1,105.2
2011,11,105.9
2011,12,106.7
2012,1,107.4
2012,2,108.1
2012,3,108.6
2012,4,109.1
2012,5,109.7
2012,6,110.5
2012,7,111.3
2012,8,112.1
2012,9,112.9
2012,1,113.7
2012,11,114.5
2012,12,115.3
2013,1,116.1
2013,2,117
2013,3,118
2013,4,118.9
2013,5,119.7
2013,6,120.7
2013,7,121.9
2013,8,123.2
2013,9,124.4
2013,1,125.6
2013,11,126.7
2013,12,127.7
2014,1,128.7
2014,2,129.8
2014,3,130.9
2014,4,131.8
2014,5,132.5
2014,6,132.8
2014,7,133.1
2014,8,133.6
2014,9,134.3
2014,1,135.4
2014,11,136.7
2014,12,138.3
2015,1,139.7
2015,2,141.1
2015,3,142.5
2015,4,143.9
2015,5,145.4
2015,6,146.9
2015,7,148.3
2015,8,149.5
2015,9,150.5
2015,1,151.4
2015,11,152.2
2015,12,152.9
2016,1,153.7
2016,2,154.7
2016,3,155.8
2016,4,157
2016,5,158.1
2016,6,159
2016,7,159.6
2016,8,159.8
2016,9,159.9
2016,1,160
2016,11,160.5
2016,12,161.4
2017,1,162.7
2017,2,164.1
2017,3,165.5
2017,4,166.6
2017,5,167.4
2017,6,167.8
2017,7,168.2
2017,8,168.7
2017,9,169.4
2017,1,170.3
2017,11,171.1
2017,12,171.9
2018,1,172.6
2018,2,173.3
2018,3,173.9
2018,4,174.5
2018,5,175
2018,6,175.3
2018,7,175.4
2018,8,175.3
2018,9,175.3
2018,1,175.7
2018,11,176.6
2018,12,177.8
2019,1,179.1
2019,2,180.2
2019,3,180.8
2019,4,181
2019,5,181.2
2019,6,181.5
2019,7,182
2019,8,182.7
2019,9,183.4
2019,1,184.1
2019,11,184.6
2019,12,185.1
2020,1,185.6
2020,2,186.2
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,1,195.9
2002,11,199.1
2002,12,202.6
2003,1,206
2003,2,207.3
2003,3,204.4
2003,4,199.3
2003,5,195.9
2003,6,195.7
2003,7,198.2
2003,8,202.6
2003,9,207.9
2003,1,215.7
2003,11,225.9
2003,12,236.5
2004,1,244.8
2004,2,250.9
2004,3,256.6
2004,4,262.2
2004,5,266.4
2004,6,268.6
2004,7,269.8
2004,8,272.9
2004,9,277.8
2004,1,282.6
2004,11,285.4
2004,12,286.6
2005,1,289.1
2005,2,292.4
2005,3,295.3
2005,4,296.9
2005,5,298.4
2005,6,302.9
2005,7,312.1
2005,8,323.2
2005,9,332
2005,1,336.1
2005,11,338.4
2005,12,341.2
2006,1,345.8
2006,2,353.4
2006,3,362.9
2006,4,372.8
2006,5,382.7
2006,6,389.3
2006,7,388.6
2006,8,379.6
2006,9,368.1
2006,1,359.3
2006,11,356
2006,12,358.1
2007,1,362.4
2007,2,365.6
2007,3,367.5
2007,4,368.7
2007,5,368.4
2007,6,367.7
2007,7,369.1
2007,8,376.1
2007,9,389.7
2007,1,407.9
2007,11,424.8
2007,12,435.2
2008,1,437.9
2008,2,437.7
2008,3,441.2
2008,4,452.7
2008,5,468.1
2008,6,481.3
2008,7,488.4
2008,8,485.7
2008,9,472.4
2008,1,450.2
2008,11,423.5
2008,12,400.7
2009,1,387.4
2009,2,383.6
2009,3,384.8
